episode,mask,o,c,e,a,n,norm
57,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
57,mask_work,-0.00881,0.50000,-0.50000,-0.27803,0.04318,0.76108
57,mask_home,-0.01231,-0.27824,0.43534,0.12458,-0.10002,0.54094
57,mask_conference,0.50000,0.49971,0.34809,-0.21254,-0.38608,0.90283
58,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
58,mask_work,-0.00817,0.50000,-0.50000,-0.28220,0.04446,0.76268
58,mask_home,-0.01300,-0.28102,0.44238,0.12753,-0.10149,0.54901
58,mask_conference,0.50000,0.49902,0.35522,-0.21396,-0.39215,0.90817
59,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
59,mask_work,-0.00778,0.50000,-0.50000,-0.28618,0.04573,0.76423
59,mask_home,-0.01218,-0.28340,0.45003,0.12901,-0.10409,0.55720
59,mask_conference,0.50000,0.49966,0.36198,-0.21515,-0.39826,0.91411
60,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
60,mask_work,-0.00623,0.50000,-0.50000,-0.28993,0.04696,0.76570
60,mask_home,-0.01174,-0.28766,0.45771,0.13034,-0.10645,0.56631
60,mask_conference,0.49999,0.50000,0.36784,-0.21531,-0.40384,0.91910
61,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
61,mask_work,-0.00558,0.50000,-0.50000,-0.29385,0.04827,0.76727
61,mask_home,-0.01235,-0.29178,0.46422,0.13273,-0.10776,0.57447
61,mask_conference,0.50000,0.49794,0.37484,-0.21570,-0.40965,0.92347
62,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
62,mask_work,-0.00494,0.50000,-0.50000,-0.29778,0.04966,0.76887
62,mask_home,-0.01158,-0.29250,0.47194,0.13518,-0.11029,0.58211
62,mask_conference,0.50000,0.49992,0.38215,-0.21651,-0.41586,0.93047
63,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
63,mask_work,-0.00472,0.50000,-0.50000,-0.30158,0.05100,0.77044
