episode,mask,o,c,e,a,n,norm
51,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
51,mask_work,-0.45188,0.01505,-0.48998,-0.49289,-0.30411,0.88313
51,mask_home,-0.25624,-0.34173,-0.16105,-0.48474,-0.40347,0.77855
51,mask_conference,-0.11228,0.09715,-0.19260,-0.31888,-0.46553,0.61445
52,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
52,mask_work,-0.45018,0.01537,-0.48957,-0.49345,-0.30539,0.88280
52,mask_home,-0.25851,-0.34118,-0.16387,-0.48596,-0.40310,0.78021
52,mask_conference,-0.11395,0.09621,-0.19479,-0.32157,-0.46503,0.61632
53,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
53,mask_work,-0.44821,0.01563,-0.48889,-0.49398,-0.30673,0.88218
53,mask_home,-0.26067,-0.34066,-0.16659,-0.48708,-0.40272,0.78178
53,mask_conference,-0.11535,0.09522,-0.19677,-0.32409,-0.46460,0.61805
54,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
54,mask_work,-0.44612,0.01588,-0.48797,-0.49446,-0.30810,0.88137
54,mask_home,-0.26276,-0.34003,-0.16923,-0.48811,-0.40234,0.78322
54,mask_conference,-0.11666,0.09423,-0.19867,-0.32654,-0.46417,0.61972
55,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
55,mask_work,-0.44388,0.01613,-0.48682,-0.49490,-0.30953,0.88036
55,mask_home,-0.26490,-0.33952,-0.17191,-0.48907,-0.40183,0.78463
55,mask_conference,-0.11788,0.09307,-0.20037,-0.32890,-0.46379,0.62127
56,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
56,mask_work,-0.44155,0.01636,-0.48550,-0.49531,-0.31099,0.87919
56,mask_home,-0.26682,-0.33905,-0.17429,-0.48994,-0.40138,0.78592
56,mask_conference,-0.11896,0.09184,-0.20182,-0.33109,-0.46345,0.62267
57,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
57,mask_work,-0.43916,0.01655,-0.48405,-0.49569,-0.31243,0.87793
57,mask_home,-0.26878,-0.33856,-0.17672,-0.49074,-0.40083,0.78714
57,mask_conference,-0.11992,0.09055,-0.20314,-0.33318,-0.46312,0.62397
58,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
58,mask_work,-0.43663,0.01676,-0.48241,-0.49603,-0.31392,0.87649
58,mask_home,-0.27100,-0.33820,-0.17945,-0.49149,-0.40007,0.78844
58,mask_conference,-0.12105,0.08944,-0.20466,-0.33532,-0.46274,0.62539
59,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
59,mask_work,-0.43398,0.01690,-0.48065,-0.49635,-0.31540,0.87492
59,mask_home,-0.27326,-0.33783,-0.18225,-0.49217,-0.39923,0.78970
59,mask_conference,-0.12213,0.08816,-0.20603,-0.33743,-0.46239,0.62673
60,mask_default,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
60,mask_work,-0.43118,0.01703,-0.47875,-0.49664,-0.31691,0.87321
60,mask_home,-0.27548,-0.33725,-0.18498,-0.49279,-0.39840,0.79083
